speaker,category,file_name,wav_path,transcript
jvs094,parallel100,VOICEACTRESS100_059,..\dataset\jvs_ver1\jvs_ver1\jvs094\parallel100\wav24kHz16bit\VOICEACTRESS100_059.wav,球宴のファン投票でも、人気が偶像化していた、長嶋茂雄に肉薄する。
jvs094,nonpara30,ONOMATOPEE300_003,..\dataset\jvs_ver1\jvs_ver1\jvs094\nonpara30\wav24kHz16bit\ONOMATOPEE300_003.wav,初めて彼とあった時、その何気ない仕草に私はめろめろになってしまったんだと告白した
jvs094,whisper10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs094\whisper10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs094,falset10,LOANWORD128_026,..\dataset\jvs_ver1\jvs_ver1\jvs094\falset10\wav24kHz16bit\LOANWORD128_026.wav,少し前の女の子はみんな携帯電話をデコっていた。
jvs095,parallel100,VOICEACTRESS100_010,..\dataset\jvs_ver1\jvs_ver1\jvs095\parallel100\wav24kHz16bit\VOICEACTRESS100_010.wav,スマートフォンから、フィーチャーフォンまで、マルチデバイスに対応。
jvs095,nonpara30,BASIC5000_3042,..\dataset\jvs_ver1\jvs_ver1\jvs095\nonpara30\wav24kHz16bit\BASIC5000_3042.wav,不慮の事故によって、鋭利な爪でベルを傷付けたことに何度も謝罪しており、その爪は、ヴェルフによって丸みを帯びた形に研いでもらっている。
jvs095,whisper10,UT-PARAPHRASE-sent116-phrase1,..\dataset\jvs_ver1\jvs_ver1\jvs095\whisper10\wav24kHz16bit\UT-PARAPHRASE-sent116-phrase1.wav,これで、前回敗れたフランスに、またもや屈することがあれば。
jvs095,falset10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs095\falset10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs096,parallel100,VOICEACTRESS100_034,..\dataset\jvs_ver1\jvs_ver1\jvs096\parallel100\wav24kHz16bit\VOICEACTRESS100_034.wav,長母音を省略して、エリュシオンとも表記される。
jvs096,nonpara30,BASIC5000_0737,..\dataset\jvs_ver1\jvs_ver1\jvs096\nonpara30\wav24kHz16bit\BASIC5000_0737.wav,貴女に大怪我をさせられたせいで、この子の夏休みの予定は、全部おじゃんになってしまったんですよ。
jvs096,whisper10,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs096\whisper10\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs096,falset10,BASIC5000_0554,..\dataset\jvs_ver1\jvs_ver1\jvs096\falset10\wav24kHz16bit\BASIC5000_0554.wav,目前に迫った試験のことが、彼の心に大きく広がった。
jvs097,parallel100,VOICEACTRESS100_032,..\dataset\jvs_ver1\jvs_ver1\jvs097\parallel100\wav24kHz16bit\VOICEACTRESS100_032.wav,キー局が発信する、ニュースネットワーク名を冠したタイトルの、ニュース番組の中では、レギュラー放送が、最も多い。
jvs097,nonpara30,BASIC5000_2056,..\dataset\jvs_ver1\jvs_ver1\jvs097\nonpara30\wav24kHz16bit\BASIC5000_2056.wav,兄たちか、姉たちか、それとも、彼自身が両親を迎えに、駅に行くべきだ。
jvs097,whisper10,TRAVEL1000_0648,..\dataset\jvs_ver1\jvs_ver1\jvs097\whisper10\wav24kHz16bit\TRAVEL1000_0648.wav,今夜ではなく、明日の晩、映画に行くことができますか。
jvs097,falset10,BASIC5000_2238,..\dataset\jvs_ver1\jvs_ver1\jvs097\falset10\wav24kHz16bit\BASIC5000_2238.wav,行かないと言ったら行かないんだよ。
jvs098,parallel100,VOICEACTRESS100_057,..\dataset\jvs_ver1\jvs_ver1\jvs098\parallel100\wav24kHz16bit\VOICEACTRESS100_057.wav,このジェシー役でステイモスは、エミー賞にノミネートされたこともある。
jvs098,nonpara30,UT-PARAPHRASE-sent036-phrase2,..\dataset\jvs_ver1\jvs_ver1\jvs098\nonpara30\wav24kHz16bit\UT-PARAPHRASE-sent036-phrase2.wav,どうして、アメリカはクリントンを選んだのか。
jvs098,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs098\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs098,falset10,UT-PARAPHRASE-sent270-phrase2,..\dataset\jvs_ver1\jvs_ver1\jvs098\falset10\wav24kHz16bit\UT-PARAPHRASE-sent270-phrase2.wav,世界のニーズが直接分かり、日本では絶対に体験できない価値があった。
jvs099,parallel100,VOICEACTRESS100_079,..\dataset\jvs_ver1\jvs_ver1\jvs099\parallel100\wav24kHz16bit\VOICEACTRESS100_079.wav,大洋漁業オーナーの、中部謙吉の命を受けて、プロ野球球団の、大洋ホエールズに関わる。
jvs099,nonpara30,TRAVEL1000_0090,..\dataset\jvs_ver1\jvs_ver1\jvs099\nonpara30\wav24kHz16bit\TRAVEL1000_0090.wav,航空会社にも、受信人払いでかけられますか。
jvs099,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs099\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs099,falset10,BASIC5000_0689,..\dataset\jvs_ver1\jvs_ver1\jvs099\falset10\wav24kHz16bit\BASIC5000_0689.wav,加藤先生は、去年、あなたの先生でしたか。
jvs100,parallel100,VOICEACTRESS100_086,..\dataset\jvs_ver1\jvs_ver1\jvs100\parallel100\wav24kHz16bit\VOICEACTRESS100_086.wav,国境を越えて、列車は、改良された在来線に沿って、アーヘン中央駅に向かう。
jvs100,nonpara30,UT-PARAPHRASE-sent256-phrase2,..\dataset\jvs_ver1\jvs_ver1\jvs100\nonpara30\wav24kHz16bit\UT-PARAPHRASE-sent256-phrase2.wav,一息ついたとはいえ、個別にはリスクに警戒する傾向は続いた。
jvs100,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs100\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs100,falset10,UT-PARAPHRASE-sent204-phrase2,..\dataset\jvs_ver1\jvs_ver1\jvs100\falset10\wav24kHz16bit\UT-PARAPHRASE-sent204-phrase2.wav,小学生などは、今度は怖い絵を描いてよ、とせがむ。
